Season_team,IP,K/9,BB/9,HR/9,BABIP,LOB%,ERA,FIP,pWAR,PA,AVG,OBP,SLG,wOBA,BsR,Off,Def,WAR,Wins
2023WSN,1428.1,7.718790532,3.73022367,1.543758106,0.3047871061,0.725,5.021939636,5.151656985,5.514468091,6085,0.254,0.314,0.396,0.3090396741,0.7643654048,-60.023,-51.914,9.504,71.000
2023TOR,1451.2,9.473,3.025486187,1.227553822,0.2949790795,0.754,3.788057501,4.059631838,18.60847398,6220,0.256,0.329,0.417,0.3239746534,-12.432,39.55637661,7.602,25.77584964,89.000
2023TEX,1436.1,8.465306588,3.076584408,1.240659293,0.2883341824,0.726,4.279647964,4.314682668,15.19158214,6306,0.263,0.337,0.452,0.3396939927,-9.593,96.96664774,22.35222607,33.26294905,90.000
2023TBR,1442,9.405682081,2.739943221,1.104715148,0.2838760504,0.724,3.869623683,3.804970273,20.59462965,6164,0.26,0.331,0.445,0.3352108219,14.75253242,147.2500215,-26.712,32.90346686,99.000
2023STL,1428.1,7.655774989,3.339556168,1.127887838,0.319645357,0.694,4.83290487,4.428435299,14.01821811,6204,0.25,0.326,0.416,0.3222091211,-6.406,20.25891226,-44.045,18.69858623,71.000
2023SFG,1434.2,8.525327225,2.52811396,1.085,0.303000248,0.707,4.021144041,3.919305834,14.50193762,6095,0.235,0.312,0.383,0.3041780696,0.5976098413,-53.459,4.27647358,15.79592867,79.000
2023SEA,1449.1,9.060025365,2.614304783,1.142594014,0.2872586873,0.736,3.738269547,3.881534668,20.11077433,6201,0.242,0.321,0.413,0.3192700683,-1.604,47.91085692,4.017414228,26.18716659,88.000
2023SDP,1441,9.025,3.47883595,1.08674588,0.2861618799,0.756,3.734908255,4.137066711,18.09528552,6180,0.244,0.329,0.413,0.3232176791,5.497131924,59.33669095,-8.37,26.07131056,82.000
2023PIT,1430,8.578322124,3.751049146,1.126573485,0.2988305549,0.701,4.613,4.396298683,11.7167474,6089,0.239,0.315,0.392,0.3084180053,1.245826096,-71.547,-2.462,13.29997271,76.000
2023PHI,1442.1,9.072795932,2.932746966,1.154379125,0.28969573,0.712,4.030967106,3.996199813,24.44779449,6207,0.256,0.327,0.438,0.329,2.65338158,44.86088781,-51.312,20.43745866,90.000
2023OAK,1419.2,8.241371449,4.39962445,1.350317014,0.3068432671,0.681,5.484,5.051940615,1.693434363,5966,0.223,0.298,0.37,0.2931675199,-6.217,-86.3,-49.338,6.687232131,50.000
2023NYY,1439.2,8.99583354,3.175735537,1.219032342,0.2796676188,0.733,3.969669422,4.252,13.38122334,5973,0.227,0.304,0.397,0.3044883007,-15.072,-56.243,0.2393238619,14.65194823,82.000
2023NYM,1416.1,8.87714883,3.78089016,1.207343076,0.2965176715,0.735,4.295599577,4.46661925,10.433,6056,0.238,0.316,0.407,0.3149904358,7.77345755,13.60370149,-29.679,18.96484956,75.000
2023MIN,1451.1,9.674,2.747129283,1.203031785,0.292,0.747,3.869545536,3.888939792,19.66443303,6219,0.243,0.326,0.428,0.3266612492,-0.963,64.22,-27.167,24.76475358,87.000
2023MIL,1443,8.887731439,3.074843227,1.234926895,0.267435763,0.752,3.729728702,4.213459577,15.86401231,6084,0.24,0.319,0.385,0.309,0.4320079042,-60.952,44.39017076,19.01146923,92.000
2023MIA,1435.1,9.342770933,3.222942456,1.197630368,0.3003921569,0.725,4.213652394,4.131490728,17.4759937,6043,0.259,0.316,0.405,0.3121733317,-15.505,-60.724,-42.856,10.19497357,84.000
2023LAD,1446.1,8.637015264,2.825075598,1.244526695,0.2777350756,0.726,4.057157026,4.226462109,16.77006473,6333,0.257,0.34,0.455,0.3411892524,6.105114284,133.9630197,-4.448,34.42354494,100.000
2023LAA,1431.2,9.083814142,3.998135498,1.313852703,0.3017570665,0.706,4.639345908,4.651313967,11.34356655,6145,0.245,0.317,0.426,0.3199747351,-7.956,0.7966990895,-47.524,16.15977125,73.000
2023KCR,1409,8.112133622,3.532291254,1.322213905,0.3027750248,0.678,5.167492993,4.695067802,7.585120497,5985,0.244,0.303,0.398,0.3029037851,5.107,-89.493,-0.093,11.34383827,56.000
2023HOU,1445.1,9.091326551,3.343864629,1.251614135,0.2895491269,0.746,3.941650484,4.31292712,15.15635899,6253,0.259,0.331,0.437,0.3316407475,-8.734,79.57959209,-18.893,27.23666918,90.000
2023DET,1442.1,8.574,2.970185963,1.166858771,0.284244857,0.698,4.243122805,4.12931731,14.47931201,6080,0.236,0.305,0.382,0.2998401724,3.905038241,-79.354,-23.359,10.35680257,78.000
2023COL,1414,7.185996693,3.729844165,1.489391697,0.3188507358,0.676,5.683875152,5.235237771,5.881931918,6055,0.249,0.31,0.405,0.3098441711,-19.885,-185.718,-14.864,0.5628816822,59.000
2023CLE,1444,8.171053483,3.328255194,1.07825496,0.2893251534,0.732,3.97022202,4.212103694,14.63945122,6096,0.25,0.313,0.381,0.3015156533,8.079331913,-48.222,-7.565,15.09023043,76.000
2023CIN,1439.1,8.635248394,3.833024812,1.388142754,0.300024919,0.718,4.833488058,4.787693995,14.24491329,6195,0.249,0.327,0.42,0.324639467,12.72093511,-5.509,-61.627,14.34534706,82.000
2023CHW,1431.2,9.240975938,4.111291336,1.345284932,0.2990702479,0.702,4.878,4.705796271,10.04202033,5980,0.238,0.291,0.384,0.2924773657,-4.671,-128.118,-41.507,3.345617325,61.000
2023CHC,1435.1,8.634231037,3.216674308,1.122387332,0.2907388664,0.715,4.094519148,4.163539622,16.90811875,6220,0.254,0.33,0.421,0.3257696796,14.78346349,48.87959089,-11.592,24.84314087,83.000
2023BOS,1430,8.95593868,3.12797015,1.309090123,0.3052817791,0.716,4.518878406,4.372521729,13.80510851,6174,0.258,0.324,0.424,0.3236912915,-10.562,-16.353,-57.166,13.58631633,78.000
2023BAL,1453.2,8.859659592,2.928454918,1.09584888,0.2926150733,0.735,3.906670302,3.975287075,18.18643993,6123,0.255,0.321,0.421,0.3204567906,13.31344756,53.02593252,-29.155,23.12504219,101.000
2023ATL,1440,9.474997949,3.337499278,1.168749747,0.3014629049,0.73,4.137499104,4.096011923,16.64667354,6249,0.276,0.344,0.501,0.3593281314,11.40768883,202.3843696,-17.487,39.66088258,104.000
2023ARI,1435.1,8.471204117,3.291918698,1.235253302,0.296054285,0.71,4.483279751,4.354436223,12.99876035,6124,0.25,0.322,0.408,0.3169703776,8.861,-11.057,0.006,19.69684637,84.000
2022WSN,1411.2,7.778036338,3.557495308,1.555607268,0.2971137521,0.708,5.005,4.976183325,0.5241062627,5998,0.249,0.31,0.377,0.3027270503,-25.144,-70.915,-67.436,6.758,55.000
2022TOR,1441.1,8.679462026,2.647548129,1.123959111,0.295254833,0.734,3.890147369,3.847859845,16.70466629,6158,0.264,0.329,0.431,0.331347418,-10.456,116.1434028,-9.98,31.74200001,92.000
2022TEX,1435,8.241119187,3.643904298,1.059930854,0.2916666667,0.712,4.220908077,4.175148122,10.12365471,6029,0.239,0.301,0.395,0.3046315349,18.79888926,-10.865,-16.539,17.28649396,68.000
2022TBR,1435.2,8.676111096,2.407244697,1.078245021,0.2772680938,0.746,3.410263321,3.682200111,16.48046315,6008,0.239,0.309,0.377,0.3022050885,3.967575167,9.78681578,-15.813,19.46074047,86.000
2022STL,1435.2,7.378450791,3.065473608,0.915,0.2870593916,0.742,3.792661621,3.942009239,13.969,6165,0.252,0.325,0.42,0.3259409302,4.728105759,91.13896672,4.483673054,31.9174354,93.000
2022SFG,1433,8.604,2.769713326,0.8290298391,0.3104294479,0.7,3.863,3.429945447,19.91611097,6117,0.234,0.315,0.39,0.311,3.014480584,23.86125817,-70.767,16.78210525,81.000
2022SEA,1447,8.651691345,2.780234386,1.156876053,0.2793138761,0.761,3.588803671,3.903721973,13.71036142,6117,0.23,0.315,0.39,0.3103640362,-9.963,34.05050635,-13.385,22.62782995,90.000
2022SDP,1443.1,9.047806763,2.918245048,1.079,0.2818722524,0.735,3.809931035,3.815663125,18.48065215,6175,0.241,0.318,0.382,0.3080770731,3.911367684,23.8702838,-23.615,21.93965785,89.000
2022PIT,1421,7.91696175,3.711471668,1.038705382,0.304,0.687,4.661507078,4.274287929,8.91,5912,0.222,0.291,0.364,0.2887105367,6.734270765,-111.127,-33.725,5.771,62.000
2022PHI,1428.1,8.966,2.917386159,0.9451575031,0.302409021,0.712,3.975962563,3.6,22.93,6077,0.253,0.317,0.422,0.3216074744,9.91,54.03616015,-51.042,21.87945615,87.000
2022OAK,1426.1,7.590793046,3.173872737,1.2304278,0.2890549662,0.707,4.536808146,4.412266358,3.859626335,5863,0.216,0.281,0.346,0.2773050364,1.369652912,-108.664,-16.988,6.415587534,60.000
2022NYY,1451.2,9.045464136,2.752697791,0.9733638584,0.2675059009,0.763,3.304477303,3.560190962,19.59926133,6172,0.241,0.325,0.426,0.3271562525,-5.712,107.588376,41.4820581,36.29386102,99.000
2022NYM,1438.2,9.790317297,2.677479746,1.057229152,0.2972827549,0.76,3.584569847,3.504459554,21.07026518,6176,0.259,0.332,0.412,0.3257425094,-10.749,90.295,-13.636,29.965,101.000
2022MIN,1437,8.367428761,2.931105285,1.152400368,0.2848545637,0.733,3.983296925,4.032401601,10.69453137,6113,0.248,0.317,0.401,0.3149459679,-20.695,24.51704547,-17.584,21.17267642,78.000
2022MIL,1446,9.523,3.242737775,1.182572317,0.279541211,0.73,3.827799869,3.924324488,15.04729048,6122,0.235,0.315,0.409,0.3168526405,5.623663139,28.95683151,-5.654,24.17148978,86.000
2022MIA,1437.1,8.998,3.2,1.083255819,0.2948950505,0.738,3.869665296,3.903,14.29565954,5949,0.23,0.294,0.363,0.290428114,-2.619,-106.586,-15.386,8.304291805,69.000
2022LAD,1451.1,9.084751287,2.523886535,0.9425817035,0.2554434413,0.783,2.797,3.451428492,25.01385033,6247,0.257,0.333,0.442,0.3365606197,19.879,160.6423238,0.9714960847,39.13725765,111.000
2022LAA,1435.2,8.669839074,3.385186623,1.053169172,0.2760483663,0.731,3.786393927,3.960816087,16.47753316,5977,0.233,0.297,0.39,0.3001207933,-0.805,-47.825,-30.255,11.79172098,73.000
2022KCR,1416,7.569913805,3.743643351,1.099576061,0.3124260355,0.703,4.716100792,4.416808091,7.995568712,6010,0.244,0.306,0.38,0.3015621925,2.18,-54.488,-40.631,10.11311885,65.000
2022HOU,1445.1,9.489861901,2.851940125,0.8344104296,0.2682065217,0.772,2.89552873,3.284016697,26.47671211,6054,0.248,0.319,0.424,0.3239585262,-8.933,77.06367072,14.52995789,29.86435977,106.000
2022DET,1419.2,7.576,3.239491877,1.058698911,0.2839446199,0.713,4.038270696,4.158449692,9.816091084,5870,0.231,0.286,0.346,0.2790108961,-8.605,-143.114,-29.185,1.54125686,66.000
2022COL,1425.1,7.495085667,3.403412952,1.161832993,0.3118707563,0.669,5.076705034,4.383710838,12.41898173,6105,0.254,0.315,0.398,0.3124052818,-2.641,-105.587,-39.256,6.456526038,68.000
2022CLE,1456,8.592034459,2.688874093,1.063186998,0.2744599746,0.738,3.473901702,3.752539811,17.5823501,6163,0.254,0.316,0.383,0.3056407815,13.17513672,19.68495771,6.359398915,23.34647146,92.000
2022CIN,1423.1,8.940985081,3.869789865,1.34683863,0.298,0.711,4.863,4.592757923,10.11638449,5978,0.235,0.304,0.372,0.2987121392,-15.573,-113.551,-28.895,6.257601075,62.000
2022CHW,1447.2,9.014506498,3.313608251,1.032005571,0.2950570342,0.712,3.935298354,3.810104259,17.64176063,6123,0.256,0.31,0.387,0.3063532948,-3.002,-15.419,-37.585,14.91285237,81.000
2022CHC,1443.2,8.622,3.366427896,1.290464027,0.2866885577,0.735,4.027245223,4.334318453,8.851080468,6072,0.238,0.311,0.387,0.3069450083,-1.744,-18.379,-34.033,16.04431292,74.000
2022BOS,1431,8.465414064,3.308178156,1.163522735,0.3036156513,0.698,4.534594012,4.165540177,10.19667486,6144,0.258,0.321,0.409,0.3186025346,-11.546,0.2762594869,-30.283,17.39773339,78.000
2022BAL,1433.1,7.62278853,2.781627116,1.073720625,0.2964474316,0.732,3.974650032,4.030569083,11.70648452,6049,0.236,0.305,0.39,0.3052489933,11.96241035,16.83401163,-14.543,20.47120313,83.000
2022ATL,1448,9.658844155,3.107736215,0.9198899196,0.2856384391,0.746,3.455802671,3.459,22.65611958,6082,0.253,0.317,0.443,0.3301787053,9.737575973,89.00451284,-14.222,29.435,101.000
2022ARI,1430,7.653149343,3.172029004,1.202098293,0.2818070818,0.712,4.254546838,4.329213422,6.734102143,6027,0.23,0.304,0.385,0.303,25.39402224,-19.776,13.43866253,20.7223043,74.000
2021WSN,1394.1,8.688016707,3.537171735,1.594309158,0.2893032893,0.71,4.821655631,4.874069246,6.314412646,6113,0.258,0.337,0.417,0.3258679348,-25.432,-10.546,7.686874166,20.33310492,65.000
2021TOR,1405.1,9.401325723,3.029173751,1.338472123,0.2839338933,0.755,3.90654543,4.18402434,14.43917585,6070,0.266,0.33,0.466,0.3403280312,2.826181815,95.06831516,-4.548,29.957,91.000
2021TEX,1424.1,7.828924822,3.241516088,1.465948796,0.2883193691,0.703,4.802246057,4.756737338,6.620936737,5943,0.232,0.294,0.375,0.291230029,-1.775,-140.761,40.078,10.34746576,60.000
2021TBR,1455.2,9.138086419,2.695673666,1.137623749,0.2808842653,0.737,3.672546233,3.794486822,18.90706233,6213,0.243,0.321,0.429,0.3224183553,11.22845638,77.67010094,20.65424315,31.23183799,100.000
2021STL,1417,7.780523774,3.861680371,0.9654200928,0.2721327968,0.732,3.995060779,4.302705197,12.98632747,6001,0.244,0.313,0.412,0.3119676648,11.74080227,-25.116,67.30089393,24.47211018,90.000
2021SFG,1455,8.814434192,2.573196227,0.934020746,0.2794527489,0.749,3.247423124,3.548037232,21.94498311,6196,0.249,0.329,0.44,0.3294962035,-6.413,58.07125436,53.27218202,32.06480861,107.000
2021SEA,1440.1,8.298081194,3.030549231,1.230965358,0.2878073007,0.711,4.29900592,4.257973182,13.94883167,6010,0.226,0.303,0.385,0.2997862837,-7.135,-57.433,-26.361,12.27148699,90.000
2021SDP,1430,9.547557707,3.247554237,1.290210501,0.2873224337,0.736,4.097205054,4.17702387,12.63216236,6119,0.242,0.321,0.401,0.3121620998,0.7316645561,-10.302,22.48534731,21.86181111,79.000
2021PIT,1396.1,8.456435441,3.905945028,1.372881668,0.3019587891,0.701,5.079017628,4.743437207,5.088687768,5983,0.236,0.309,0.364,0.2942670794,-3.926,-153.363,14.3997794,6.246785151,61.000
2021PHI,1418.2,9.389095117,3.229087442,1.268796637,0.296,0.714,4.390036366,4.151233041,17.61233775,6089,0.24,0.318,0.408,0.3131599767,7.848180461,-42.652,28.36983277,19.10676689,82.000
2021OAK,1433,8.365674758,2.757155569,1.199582492,0.2902825979,0.737,4.019543427,4.096758376,14.68013223,6104,0.238,0.317,0.406,0.313080877,11.75013959,30.31615194,1.338942145,24.172,86.000
2021NYY,1435.1,9.838,3.08499973,1.228983632,0.2840477482,0.74,3.762194793,3.904354995,21.61006807,6060,0.237,0.322,0.407,0.3171557035,-15.144,4.895006861,-37.125,17.61413857,92.000
2021NYM,1379.1,9.481,3.099323722,1.239729489,0.2866277453,0.732,3.895360551,4.039290926,17.12096884,5856,0.239,0.315,0.391,0.3069070465,-13.543,-54.917,62.64413833,20.5277445,77.000
2021MIN,1419.1,8.351,3.069047472,1.515500715,0.2898441428,0.689,4.831847467,4.657,6.810724047,6078,0.241,0.314,0.423,0.3175352186,-3.089,13.84259743,-8.054,21.48834257,73.000
2021MIL,1436,10.14067272,3.365600277,1.052925226,0.2752855949,0.747,3.497215931,3.720169811,23.55427864,6099,0.233,0.317,0.396,0.3100380419,8.493168799,-53.927,37.577,18.9331918,95.000
2021MIA,1415,8.783742184,3.364663009,1.030388294,0.2896302043,0.716,3.956182215,4.015,15.86473738,5928,0.233,0.298,0.372,0.291475967,0.398,-154.343,51.05920687,9.638981978,67.000
2021LAD,1452,9.911149689,3.012394465,0.9979331457,0.2599615279,0.765,3.030989492,3.543308268,27.5165912,6239,0.244,0.33,0.429,0.3267945547,9.327461778,50.59260448,33.01370421,29.42850206,106.000
2021LAA,1421.2,9.198362172,3.747715351,1.190152848,0.305,0.696,4.69097479,4.254673152,15.46518028,6016,0.245,0.31,0.407,0.3084897683,6.808003102,-44.071,-44.94,11.76906138,77.000
2021KCR,1417.1,8.534333253,3.752820649,1.200140614,0.300938848,0.703,4.641813696,4.389220773,13.18082164,5993,0.249,0.306,0.396,0.3036821215,13.15979931,-78.654,3.347701861,13.06422192,74.000
2021HOU,1445,9.068509694,3.419376251,1.164705572,0.2748815166,0.751,3.799306946,4.122279189,16.23634217,6291,0.267,0.339,0.444,0.3364979436,-6.183,106.6851798,17.21673975,34.0649536,95.000
2021DET,1419.2,7.98145041,3.61986353,1.261563647,0.2889217863,0.726,4.31721027,4.598534538,9.250889008,5979,0.242,0.308,0.399,0.3057701553,1.217805479,-51.945,-57.189,9.623940867,77.000
2021COL,1397,8.175373274,3.47243987,1.262705407,0.3019864219,0.698,4.82533852,4.469958323,13.5442987,6007,0.249,0.317,0.414,0.314981504,12.3598741,-137.339,43.38496511,10.84103455,74.000
2021CLE,1408,8.891337019,3.3366484,1.380682096,0.2817460317,0.728,4.340199738,4.426422606,9.657131376,5907,0.238,0.303,0.407,0.3062172623,7.439345981,-25.992,3.634011891,18.0777839,80.000
2021CIN,1434.1,9.56263005,3.871484738,1.292586477,0.2967265048,0.726,4.411,4.336425764,17.131566,6162,0.249,0.328,0.431,0.3272945223,-15.054,-29.342,-1.014,17.741,83.000
2021CHW,1403.1,10.18431878,3.110450005,1.167220414,0.2877637131,0.744,3.726126707,3.738676151,27.91856406,6084,0.256,0.336,0.422,0.3290529864,-0.857,56.70788815,-38.038,22.80070093,93.000
2021CHC,1412.2,8.652,3.797075195,1.497168911,0.2939974457,0.709,4.880133556,4.883810891,3.953480964,5972,0.237,0.312,0.407,0.3114118258,-8.607,-56.94,30.18328898,17.46117894,71.000
2021BOS,1419,9.684992249,3.463003123,1.116279395,0.3228593873,0.719,4.274842682,3.951566829,20.32263343,6122,0.261,0.328,0.449,0.3327793281,-4.442,35.28145046,-31.555,21.43299512,92.000
2021BAL,1402,7.92153975,3.614122268,1.656205231,0.3051586341,0.667,5.84807351,5.152198412,7.740633276,5983,0.239,0.304,0.402,0.3050351767,-6.176,-75.457,-61.953,6.802270106,52.000
2021ATL,1410.2,9.040402162,3.292,1.16753253,0.2801701223,0.744,3.891775101,4.085200008,15.42285015,6056,0.244,0.319,0.435,0.323,5.381659078,-2.17,44.13865308,24.6359634,88.000
2021ARI,1417.1,7.861246453,3.524225994,1.473189965,0.2992805755,0.682,5.149814922,4.884518629,2.346252033,6144,0.236,0.309,0.382,0.3006838287,6.564332349,-104.967,15.65226671,11.76835732,52.000
2019WSN,1439.1,9.448127094,3.233,1.263085157,0.2961228207,0.73,4.276981424,4.14360728,21.73444695,6267,0.265,0.342,0.454,0.3356960401,3.730278209,34.70371228,57.0409143,28.31115207,93.000
2019TOR,1440.1,8.323,3.774125684,1.42466996,0.2995098039,0.718,4.792639734,4.824053636,8.856749981,6091,0.236,0.305,0.428,0.3096895025,-7.049,-66.487,-32.523,11.77557736,67.000
2019TEX,1438,8.630742352,3.648820008,1.508345835,0.3121783877,0.705,5.088,4.837098555,14.22693632,6204,0.248,0.319,0.431,0.3172317735,11.97854645,-86.778,-46.577,8.836568774,78.000
2019TBR,1474.1,9.895320543,2.765317832,1.104906242,0.2898435428,0.738,3.674881534,3.654887213,24.54889397,6285,0.254,0.325,0.431,0.3206100022,8.359137797,40.58716051,-2.287,25.79361488,96.000
2019STL,1444,8.719529107,3.396814412,1.190443216,0.2828674948,0.758,3.820637128,4.271489179,14.91855695,6167,0.245,0.322,0.415,0.3141151052,14.35664469,-23.803,60.87578978,22.69144787,91.000
2019SFG,1469,8.381209068,3.17971309,1.390741563,0.2864851607,0.726,4.380529593,4.553015657,8.292788213,6170,0.239,0.302,0.392,0.2947972558,-3.403,-149.088,42.18438732,8.717,77.000
2019SEA,1439.1,7.747335413,3.157711367,1.625752387,0.290529314,0.684,4.996062143,4.999558514,5.445842396,6199,0.237,0.316,0.424,0.3141097876,13.4413997,4.186625366,-48.193,17.49725057,68.000
2019SDP,1432,9.2702486,2.909915323,1.351256576,0.2993145468,0.7,4.631981843,4.218199594,15.19370034,6019,0.238,0.308,0.41,0.3046289182,-11.055,-101.087,22.65164261,11.01425147,70.000
2019PIT,1440,9.019,3.649999371,1.50624974,0.3145121347,0.689,5.187499106,4.779287461,8.653,6228,0.265,0.321,0.42,0.31296253,-4.634,-72.767,4.166004116,12.61642019,69.000
2019PHI,1453.2,8.618,3.380416671,1.597339746,0.2979785376,0.747,4.531987186,4.879453331,8.504773107,6261,0.246,0.319,0.427,0.3144087768,13.83865519,-65.629,48.52931468,17.7207623,81.000
2019OAK,1465,7.980203292,2.930374881,1.234812057,0.2776155718,0.751,3.968599944,4.336194044,18.75771897,6269,0.249,0.327,0.448,0.3274366868,-1.722,55.24717939,-13.472,26.07489151,97.000
2019NYY,1443,9.567568439,3.16216245,1.546777688,0.2963157895,0.752,4.309771702,4.468,17.91443652,6245,0.267,0.339,0.49,0.3463919317,-0.801,132.5244739,-42.644,30.66292751,103.000
2019NYM,1461,9.363,3.080082982,1.256673857,0.3042046606,0.731,4.250514516,4.098336,19.82301469,6290,0.257,0.328,0.442,0.3251346257,-16.984,24.254,29.38005594,24.6807539,86.000
2019MIN,1463.1,8.997951696,2.78,1.217767899,0.3089390963,0.718,4.182233188,4.025171847,23.65749894,6392,0.27,0.338,0.494,0.3468773149,-8.374,125.3614103,-28.424,31.86467723,101.000
2019MIL,1459.1,9.232292808,3.515301871,1.38761916,0.2921261862,0.731,4.403378133,4.46183933,12.49767913,6309,0.246,0.329,0.438,0.3238324915,5.895593951,-20.37,60.8215701,23.45918221,89.000
2019MIA,1444.1,8.587,3.832220652,1.47057573,0.2810590631,0.722,4.736,4.894,5.818589179,6045,0.241,0.298,0.375,0.2880226993,-23.898,-195.601,23.16871908,1.964981551,57.000
2019LAD,1445.2,9.456541107,2.440397705,1.151718305,0.2708611037,0.747,3.392899871,3.726576477,25.38223116,6281,0.257,0.338,0.472,0.3383970782,11.87929253,92.52971166,61.63930046,34.418,106.000
2019LAA,1442.2,8.758781736,3.593346353,1.665665757,0.2904040404,0.71,5.115527794,5.041875372,7.532785697,6251,0.247,0.324,0.422,0.3164541359,-6.137,-41.117,-8.356,17.14890859,72.000
2019KCR,1425,7.768,3.675791742,1.395790335,0.3109945147,0.702,5.204213738,4.899625028,7.867295603,6080,0.247,0.309,0.401,0.3018369575,-1.663,-126.169,-24.795,6.690703691,59.000
